,smiles,sequence,interactions
15920,6086,37,0
15921,2866,271,0
15922,9532,440,1
15923,6305,155,1
15924,11621,17,0
15925,6689,1172,0
15926,10495,35,1
15927,3187,42,0
15928,10271,68,0
15929,9559,52,0
15930,2674,588,1
15931,2202,275,0
15932,2450,3,0
15933,13657,908,0
15934,6638,17,0
15935,14547,445,0
15936,5467,18,0
15937,4622,2018,0
15938,13967,202,0
15939,6912,3,0
15940,2613,41,0
15941,7388,18,0
15942,10984,52,0
15943,908,142,0
15944,6526,77,0
15945,9988,1071,1
15946,5540,1230,1
15947,12891,2585,0
15948,45,126,1
15949,2379,741,1
15950,7764,119,0
15951,1592,254,0
15952,14277,951,1
15953,13594,126,1
15954,7141,405,0
15955,8412,260,1
15956,5656,41,0
15957,7874,67,1
15958,7456,1890,0
15959,4976,429,1
15960,12797,126,1
15961,2679,229,1
15962,6138,82,1
15963,6903,901,1
15964,9340,219,1
15965,160,3,0
15966,7569,102,0
15967,11644,17,0
15968,3875,3,0
15969,12785,18,0
15970,10176,219,1
15971,14323,18,0
15972,3750,4,0
15973,14533,1011,1
15974,1506,188,0
15975,6997,67,1
15976,1758,1270,0
15977,1873,0,0
15978,6115,3,0
15979,9290,49,1
15980,2729,39,0
15981,1518,1974,0
15982,2840,399,0
15983,11747,60,0
15984,2313,779,1
15985,8002,701,0
15986,5370,517,1
15987,4975,129,1
15988,14378,167,1
15989,1102,959,0
15990,9757,42,0
15991,11539,550,0
15992,9529,410,1
15993,5638,223,0
15994,6492,0,0
15995,5947,219,1
15996,2164,32,0
15997,14121,148,1
15998,6130,40,1
15999,465,319,1
16000,11458,551,1
16001,5874,176,0
16002,2401,169,1
16003,10366,214,0
16004,1821,322,0
16005,4503,992,0
16006,11385,17,0
16007,1366,49,0
16008,4621,450,1
16009,10425,400,1
16010,3053,37,0
16011,14549,589,1
16012,181,2478,1
16013,1331,18,1
16014,1225,200,0
16015,5376,18,0
16016,2690,849,0
16017,7627,944,0
16018,8625,344,0
16019,5466,785,0
16020,13586,32,0
16021,3464,1619,0
16022,13137,230,1
16023,105,91,0
16024,659,177,0
16025,5209,1142,0
16026,2981,220,1
16027,8551,804,1
16028,6046,457,0
16029,5311,37,0
16030,38,1154,0
16031,10311,881,0
16032,3022,3,0
16033,8737,109,0
16034,5239,1019,1
16035,2224,17,0
16036,2581,17,0
16037,48,2037,0
16038,2368,17,0
16039,13584,126,1
16040,3079,41,0
16041,6032,40,0
16042,5052,362,1
16043,14447,100,1
16044,4072,128,0
16045,12320,263,0
16046,6019,72,1
16047,4349,50,1
16048,29,48,0
16049,8494,67,1
16050,2603,40,1
16051,1624,41,0
16052,3044,1058,0
16053,3178,938,1
16054,12042,1698,0
16055,7287,3,0
16056,2647,42,0
16057,2874,495,0
16058,11011,100,1
16059,1154,26,0
16060,227,869,0
16061,416,267,0
16062,2056,204,0
16063,8338,61,1
16064,10366,440,1
16065,4726,504,1
16066,13370,60,0
16067,1022,587,0
16068,13534,17,0
16069,7566,440,1
16070,9856,6,0
16071,5272,604,1
16072,5074,101,0
16073,3779,3,0
16074,8455,67,1
16075,9485,216,1
16076,5360,242,1
16077,5160,67,1
16078,7076,588,0
16079,5633,495,0
16080,408,1894,0
16081,2432,19,0
16082,1176,524,0
16083,8116,551,0
16084,12496,40,1
16085,13566,52,0
16086,14264,52,0
16087,3095,588,1
16088,14080,1286,1
16089,49,400,0
16090,10152,67,1
16091,2678,125,1
16092,1046,2220,0
16093,7175,17,1
16094,6248,918,0
16095,10730,242,0
16096,1102,95,0
16097,14634,549,1
16098,3730,354,0
16099,11660,109,1
16100,581,208,0
16101,3048,242,0
16102,1440,77,0
16103,606,49,0
16104,6136,18,0
16105,938,19,1
16106,12862,402,1
16107,6205,315,1
16108,8030,670,0
16109,3973,224,1
16110,8138,0,0
16111,7128,34,1
16112,111,16,0
16113,2560,43,0
16114,7324,353,0
16115,6910,357,0
16116,10785,91,0
16117,1009,485,0
16118,3385,1346,1
16119,3926,108,0
16120,2314,329,0
16121,4488,852,0
16122,10722,710,1
16123,3308,277,1
16124,13992,143,1
16125,12885,73,1
16126,6917,109,1
16127,12779,148,1
16128,766,728,0
16129,13272,18,0
16130,14454,192,1
16131,11349,102,0
16132,1436,601,0
16133,268,978,0
16134,6835,220,0
16135,7561,0,0
16136,8258,365,0
16137,2010,48,0
16138,2542,478,1
16139,13136,77,0
16140,12202,501,0
16141,344,109,1
16142,7576,17,0
16143,13206,214,0
16144,3464,404,1
16145,2259,414,1
16146,532,1771,0
16147,6575,39,0
16148,13273,108,0
16149,13190,334,1
16150,9395,170,1
16151,2975,0,0
16152,1336,2101,1
16153,8600,246,0
16154,6537,1211,1
16155,9600,229,1
16156,7396,219,1
16157,3769,204,0
16158,1307,0,0
16159,4319,223,0
16160,5540,1,0
16161,4111,170,1
16162,10454,166,1
16163,455,891,0
16164,9403,716,1
16165,4713,42,0
16166,6490,67,1
16167,10288,231,0
16168,11205,67,1
16169,3463,402,0
16170,2939,149,0
16171,1548,978,0
16172,6013,34,0
16173,2415,799,0
16174,4932,0,0
16175,9856,81,1
16176,13703,626,1
16177,3525,34,1
16178,9438,1023,0
16179,8731,1708,0
16180,12453,102,0
16181,6900,119,0
16182,9969,1103,0
16183,10565,0,0
16184,13759,42,0
16185,12382,425,1
16186,2138,320,1
16187,11212,58,1
16188,5211,539,0
16189,4067,588,0
16190,2035,329,0
16191,2998,1246,0
16192,2913,3,0
16193,1556,269,1
16194,12632,201,0
16195,1753,109,0
16196,3755,269,1
16197,5668,100,1
16198,8675,67,1
16199,14045,60,0
16200,9373,137,0
16201,4947,490,0
16202,13478,211,1
16203,1841,699,1
16204,4503,1023,0
16205,3579,992,1
16206,10008,908,0
16207,833,41,0
16208,4092,52,0
16209,2415,157,0
16210,1121,7,0
16211,14500,77,0
16212,13330,431,1
16213,13238,405,0
16214,7025,51,1
16215,12069,0,0
16216,1837,926,1
16217,13240,1474,0
16218,4223,232,1
16219,11,34,1
16220,9287,716,1
16221,6128,100,1
16222,1765,101,0
16223,10380,374,0
16224,8253,40,1
16225,8214,1760,1
16226,12020,67,1
16227,566,1338,0
16228,5879,1011,1
16229,10320,172,0
16230,6384,750,0
16231,198,778,1
16232,4574,102,0
16233,7688,1683,1
16234,3221,3,0
16235,13634,1786,0
16236,9179,0,0
16237,1771,1590,1
16238,15,277,1
16239,5417,549,1
16240,1661,2110,0
16241,1284,3,0
16242,10991,106,1
16243,8469,242,0
16244,5313,1493,0
16245,4111,148,1
16246,8223,588,1
16247,11667,116,0
16248,5,235,1
16249,9498,67,1
16250,13943,846,1
16251,7051,3,0
16252,2280,41,0
16253,5234,17,0
16254,4780,231,0
16255,7101,37,0
16256,4527,0,0
16257,5795,794,0
16258,6695,76,0
16259,13401,18,0
16260,9572,429,1
16261,8651,77,0
16262,1181,402,0
16263,13326,35,1
16264,3667,7,0
16265,2341,196,0
16266,9881,442,0
16267,12831,402,0
16268,458,5,0
16269,14511,831,1
16270,3437,685,1
16271,8237,365,0
16272,8030,1407,0
16273,3550,540,1
16274,2353,1536,0
16275,1366,447,1
16276,468,279,1
16277,4614,558,1
16278,5274,79,0
16279,1634,615,0
16280,451,77,0
16281,6809,17,0
16282,1428,97,1
16283,2393,405,1
16284,3732,100,0
16285,3386,74,1
16286,49,428,0
16287,6712,874,0
16288,4649,42,0
16289,13668,77,0
16290,8236,41,1
16291,1190,615,0
16292,3851,52,0
16293,7878,54,0
16294,907,334,0
16295,11755,52,0
16296,12093,370,1
16297,8775,2277,1
16298,10168,216,0
16299,3210,67,1
16300,5278,859,0
16301,481,49,1
16302,13472,57,1
16303,10507,67,1
16304,1558,666,1
16305,9236,104,1
16306,6215,598,0
16307,13591,61,1
16308,1542,460,0
16309,1870,402,0
16310,7892,546,1
16311,9858,17,0
16312,6051,7,0
16313,6989,67,1
16314,863,1599,0
16315,268,1011,1
16316,1395,517,1
16317,12634,39,1
16318,4840,52,0
16319,8160,201,0
16320,14102,1277,1
16321,4122,48,0
16322,5821,39,0
16323,2576,1051,1
16324,267,122,1
16325,14412,37,1
16326,12926,95,1
16327,3544,17,0
16328,12493,105,1
16329,5295,18,0
16330,12551,1581,0
16331,4272,55,1
16332,3886,293,1
16333,4962,269,1
16334,408,2090,1
16335,6071,163,1
16336,13848,11,0
16337,6170,252,1
16338,11125,142,0
16339,8421,719,0
16340,7795,140,0
16341,672,37,0
16342,1181,447,1
16343,622,0,0
16344,10145,1515,1
16345,3809,17,0
16346,2681,7,0
16347,1424,34,0
16348,10836,77,0
16349,8188,1201,1
16350,1176,266,0
16351,11278,100,1
16352,12411,49,1
16353,6400,94,0
16354,13919,369,1
16355,1376,164,1
16356,14271,178,1
16357,14216,101,0
16358,13571,94,0
16359,7521,18,0
16360,9802,124,1
16361,3230,49,1
16362,13915,813,1
16363,9915,891,0
16364,4990,66,0
16365,3958,3,0
16366,9373,262,1
16367,2024,577,1
16368,7820,89,1
16369,489,101,0
16370,12568,405,1
16371,11198,125,0
16372,9480,478,1
16373,8683,247,1
16374,2679,223,0
16375,1456,39,1
16376,12505,49,1
16377,14570,219,1
16378,10401,0,0
16379,8506,460,0
16380,11137,35,1
16381,13556,402,0
16382,7998,892,1
16383,2892,438,0
16384,12030,100,0
16385,4072,407,0
16386,2256,382,1
16387,3523,24,0
16388,4418,33,0
16389,7407,74,0
16390,4599,405,1
16391,8729,100,1
16392,267,3,0
16393,3132,242,1
16394,6394,49,1
16395,14029,100,1
16396,6209,41,0
16397,11954,405,1
16398,359,771,1
16399,12429,0,0
16400,3396,0,0
16401,13583,35,1
16402,5278,1543,0
16403,12013,447,1
16404,472,129,0
16405,8344,189,1
16406,5563,204,0
16407,6652,35,0
16408,12489,35,1
16409,5114,42,0
16410,807,246,0
16411,7216,485,0
16412,4761,266,1
16413,6160,133,0
16414,6300,83,1
16415,2810,91,0
16416,9709,102,0
16417,3560,149,0
16418,10508,1572,0
16419,3302,68,0
16420,6872,348,0
16421,7877,93,1
16422,1026,926,0
16423,4599,187,1
16424,1961,193,1
16425,13571,256,1
16426,6535,1056,1
16427,13183,176,1
16428,13883,3,0
16429,7466,553,0
16430,10989,0,0
16431,10213,966,0
16432,3740,48,0
16433,4360,609,0
16434,14469,414,1
16435,306,209,1
16436,7462,77,0
16437,6632,77,0
16438,8084,100,1
16439,977,461,0
16440,5152,248,1
16441,5002,1629,1
16442,1369,1248,0
16443,11150,27,0
16444,14238,687,1
16445,10205,189,1
16446,683,19,1
16447,3094,18,0
16448,12866,9,1
16449,6116,32,0
16450,7368,771,0
16451,13177,18,0
16452,6751,1176,0
16453,8941,547,0
16454,9938,77,0
16455,7863,49,1
16456,12291,320,1
16457,3832,17,0
16458,8753,100,0
16459,455,1115,1
16460,1977,621,0
16461,1596,223,0
16462,8078,73,1
16463,49,2250,0
16464,765,62,0
16465,2021,196,0
16466,6177,37,1
16467,2010,269,1
16468,13305,1028,1
16469,8358,40,1
16470,5110,111,0
16471,2042,285,0
16472,4711,220,1
16473,2624,100,1
16474,11722,232,0
16475,693,67,1
16476,14118,297,0
16477,3283,48,0
16478,4138,77,0
16479,8691,959,1
16480,12231,52,0
16481,766,537,1
16482,8589,374,0
16483,14355,237,1
16484,6507,243,0
16485,12659,0,0
16486,6340,56,0
16487,11057,473,1
16488,3348,100,1
16489,721,375,1
16490,12290,48,0
16491,14085,77,0
16492,1095,762,0
16493,245,35,1
16494,14433,68,0
16495,7886,1959,0
16496,2857,834,1
16497,13422,77,0
16498,6577,52,0
16499,11566,67,1
16500,3906,441,0
16501,5369,31,1
16502,1887,193,1
16503,516,181,1
16504,5473,18,0
16505,11213,91,0
16506,13349,86,0
16507,930,1010,0
16508,4760,53,1
16509,9799,314,0
16510,6266,1775,0
16511,12086,165,1
16512,1567,279,1
16513,8100,96,0
16514,5936,260,1
16515,10403,204,0
16516,4393,49,0
16517,557,644,1
16518,11584,440,1
16519,2966,229,0
16520,7260,267,0
16521,6038,204,0
16522,7848,1549,1
16523,1959,1140,0
16524,4725,0,0
16525,4899,3,0
16526,4804,703,1
16527,4885,351,0
16528,13374,22,1
16529,7128,16,1
16530,6945,86,0
16531,7907,77,0
16532,38,616,0
16533,13611,18,0
16534,6468,182,0
16535,7146,815,1
16536,4918,57,1
16537,7557,100,1
16538,10181,98,0
16539,1511,546,0
16540,14560,320,1
16541,776,482,1
16542,1331,100,0
16543,4303,18,0
16544,5534,115,0
16545,13877,204,0
16546,12836,301,1
16547,14240,831,1
16548,11068,198,0
16549,2086,164,1
16550,3509,286,0
16551,4969,26,1
16552,6747,37,0
16553,7527,17,0
16554,5056,99,1
16555,7671,528,1
16556,14628,100,0
16557,6261,1932,0
16558,3600,189,1
16559,3668,1832,1
16560,5248,764,0
16561,6308,77,0
16562,2392,111,0
16563,549,1159,1
16564,12227,202,0
16565,7437,689,0
16566,532,302,0
16567,6103,992,0
16568,1213,49,1
16569,9830,953,1
16570,6396,95,1
16571,1079,254,0
16572,880,91,0
16573,9846,52,0
16574,1975,185,0
16575,11609,214,0
16576,6858,17,0
16577,3171,1141,0
16578,6656,155,0
16579,1082,1213,1
16580,746,23,0
16581,8348,112,1
16582,2235,129,1
16583,8680,274,0
16584,7136,48,0
16585,1162,101,0
16586,6875,200,0
16587,6859,54,0
16588,371,111,0
16589,14549,1312,0
16590,920,204,0
16591,3385,1800,0
16592,1858,212,1
16593,13715,17,0
16594,11087,1407,1
16595,6824,242,1
16596,10262,1158,0
16597,5021,371,1
16598,708,0,0
16599,12375,369,1
16600,7010,1172,1
16601,1767,439,0
16602,4560,125,1
16603,3045,1407,0
16604,14604,126,1
16605,1602,3,0
16606,14068,196,0
16607,1932,7,0
16608,801,31,1
16609,1568,16,0
16610,12162,14,0
16611,7091,49,1
16612,6923,67,1
16613,3526,231,0
16614,12170,126,1
16615,886,365,0
16616,3650,17,0
16617,458,208,0
16618,282,148,1
16619,3701,407,1
16620,12754,370,1
16621,1073,206,1
16622,3084,812,0
16623,7254,709,0
16624,839,129,0
16625,1488,805,1
16626,322,51,1
16627,8642,126,1
16628,11496,100,1
16629,242,654,0
16630,14091,39,1
16631,4616,1758,0
16632,429,220,0
16633,1490,883,1
16634,1962,440,0
16635,7741,128,0
16636,12453,148,1
16637,1205,1311,1
16638,14592,37,1
16639,6611,262,1
16640,4447,3,0
16641,10696,301,1
16642,14373,200,0
16643,4622,448,0
16644,5783,3,0
16645,13516,41,0
16646,4842,266,0
16647,13934,494,0
16648,12851,42,0
16649,13155,3,0
16650,8196,100,1
16651,2229,126,1
16652,3676,212,0
16653,13640,17,0
16654,549,2395,1
16655,3587,101,0
16656,1536,188,0
16657,1984,1,0
16658,8654,18,0
16659,6791,128,0
16660,14122,1555,0
16661,889,208,1
16662,6383,220,1
16663,6672,77,0
16664,3199,1272,1
16665,5000,404,1
16666,3249,771,0
16667,4013,42,0
16668,1103,813,1
16669,10915,34,1
16670,6320,242,0
16671,8949,100,1
16672,3703,227,0
16673,1225,440,1
16674,10735,257,1
16675,10617,7,0
16676,1486,47,1
16677,1568,736,0
16678,755,25,0
16679,5349,1629,1
16680,9569,269,0
16681,5466,944,1
16682,6818,491,0
16683,9244,504,1
16684,14400,455,0
16685,2460,243,1
16686,4122,17,0
16687,4235,254,0
16688,4150,17,0
16689,5029,93,1
16690,6619,195,0
16691,14194,196,0
16692,6392,771,1
16693,7517,19,1
16694,7843,18,0
16695,12985,495,0
16696,10947,1370,1
16697,658,1494,0
16698,3797,588,0
16699,9151,1079,0
16700,637,149,0
16701,1938,369,1
16702,371,223,0
16703,2776,77,0
16704,480,1067,1
16705,13904,19,0
16706,2511,624,0
16707,11446,17,0
16708,11553,3,0
16709,9230,77,0
16710,5362,233,1
16711,10060,39,1
16712,7706,794,0
16713,3618,376,0
16714,10400,35,1
16715,2280,3,0
16716,1351,212,1
16717,6966,735,1
16718,4607,49,1
16719,7943,89,1
16720,3441,40,1
16721,4211,98,1
16722,10606,18,0
16723,1683,457,1
16724,3139,125,0
16725,4393,446,0
16726,7711,100,1
16727,8305,128,0
16728,7050,102,0
16729,4624,41,0
16730,9104,170,1
16731,10685,95,1
16732,355,314,1
16733,8982,91,0
16734,3486,1667,1
16735,11133,758,0
16736,12769,813,1
16737,8515,43,1
16738,2535,149,0
16739,1557,243,1
16740,13838,181,0
16741,7229,17,0
16742,5203,207,1
16743,49,1222,0
16744,6924,256,0
16745,11155,204,0
16746,53,1352,1
16747,3149,99,1
16748,5245,849,0
16749,4849,42,0
16750,11893,60,0
16751,1301,2123,0
16752,3943,3,0
16753,11008,7,0
16754,8789,224,1
16755,5791,243,1
16756,13243,1557,1
16757,6969,243,1
16758,3449,7,0
16759,1648,407,1
16760,12948,86,0
16761,6022,7,0
16762,1118,19,1
16763,5635,277,1
16764,13920,472,1
16765,3870,937,1
16766,123,48,0
16767,8279,229,1
16768,3847,230,1
16769,1088,1856,1
16770,6978,1177,1
16771,625,204,0
16772,12263,947,1
16773,2106,402,1
16774,10195,269,0
16775,1695,878,0
16776,12398,532,1
16777,2475,133,0
16778,5064,77,0
16779,10096,1370,1
16780,11916,204,0
16781,12541,487,0
16782,5946,26,0
16783,1270,242,1
16784,13761,17,0
16785,1479,260,0
16786,9095,78,1
16787,5359,481,0
16788,10420,3,0
16789,717,462,0
16790,12745,873,0
16791,23,77,0
16792,5065,1,0
16793,13458,368,0
16794,884,219,1
16795,10339,361,0
16796,2879,813,1
16797,1220,1,0
16798,11956,42,0
16799,6740,235,1
16800,421,334,1
16801,689,320,0
16802,3917,634,0
16803,13918,182,0
16804,1887,1161,0
16805,10619,49,1
16806,6028,467,0
16807,14166,343,1
16808,1950,479,1
16809,3555,620,1
16810,13639,189,1
16811,1861,1346,0
16812,6698,189,1
16813,3856,93,1
16814,5086,518,0
16815,2656,135,1
16816,1999,19,0
16817,8366,675,1
16818,5807,438,1
16819,8105,730,0
16820,9,443,0
16821,5204,140,0
16822,7599,906,0
16823,2713,835,0
16824,8044,134,1
16825,14330,8,1
16826,7895,22,0
16827,1201,964,1
16828,801,404,0
16829,5278,1109,0
16830,7439,2123,0
16831,13626,626,0
16832,12847,405,0
16833,755,1,0
16834,11913,46,1
16835,2324,2270,0
16836,6874,2046,0
16837,8206,128,0
16838,151,111,0
16839,10985,55,1
16840,937,1815,1
16841,11103,2188,0
16842,14588,119,0
16843,1823,1158,0
16844,12272,77,0
16845,7062,533,0
16846,6348,77,0
16847,8454,67,1
16848,11554,102,0
16849,4580,269,1
16850,5811,52,0
16851,2014,824,0
16852,14591,18,0
16853,8714,25,0
16854,2651,119,0
16855,2110,1198,0
16856,3123,77,0
16857,1408,1851,1
16858,7632,34,0
16859,8174,77,0
16860,5485,1079,0
16861,12101,210,1
16862,10125,40,1
16863,1350,32,0
16864,5032,711,1
16865,6821,22,0
16866,1952,48,0
16867,6451,90,1
16868,742,87,1
16869,2392,1312,0
16870,11922,126,1
16871,2634,220,1
16872,13754,607,1
16873,13624,18,0
16874,1276,351,0
16875,4546,836,0
16876,1069,269,1
16877,1395,351,0
16878,12232,47,1
16879,7431,1392,0
16880,6470,657,1
16881,6954,1095,1
16882,10693,126,1
16883,14617,242,1
16884,943,667,0
16885,10327,3,0
16886,13538,128,0
16887,9619,471,0
16888,801,400,1
16889,1074,230,1
16890,12009,39,1
16891,9716,785,0
16892,1893,327,1
16893,3059,1997,0
16894,13420,288,0
16895,273,1409,0
16896,3244,155,0
16897,4688,3,0
16898,9483,0,0
16899,13452,77,0
16900,1018,4,0
16901,13103,859,0
16902,7327,0,0
16903,2084,149,0
16904,9648,214,0
16905,6697,39,1
16906,13544,40,1
16907,8930,35,1
16908,1596,1038,1
16909,3374,405,0
16910,12194,512,1
16911,11909,1045,1
16912,7520,243,0
16913,6907,32,0
16914,4942,1176,0
16915,6498,0,0
16916,9703,160,1
16917,7513,286,0
16918,5980,514,0
16919,2037,25,0
16920,6757,181,1
16921,2128,56,0
16922,4643,160,1
16923,3930,518,0
16924,5908,1349,1
16925,7844,147,0
16926,4694,1779,1
16927,12704,0,0
16928,1737,51,1
16929,8699,67,1
16930,13084,67,1
16931,14115,17,0
16932,10104,18,0
16933,14602,13,0
16934,5,410,1
16935,3848,965,1
16936,2888,95,0
16937,8688,369,1
16938,3414,129,0
16939,7782,514,0
16940,4403,52,0
16941,1007,242,1
16942,2190,724,0
16943,611,2078,1
16944,365,0,0
16945,6171,53,1
16946,4177,824,1
16947,2614,714,0
16948,2098,41,0
16949,3268,716,0
16950,9588,49,0
16951,6244,126,1
16952,1169,749,0
16953,6322,34,1
16954,6768,407,0
16955,6517,376,0
16956,1322,3,0
16957,12963,705,1
16958,4885,446,1
16959,7098,94,0
16960,5614,1063,1
16961,5039,200,1
16962,6376,51,1
16963,1460,391,1
16964,6356,463,0
16965,11862,20,1
16966,9513,443,1
16967,13492,40,1
16968,4977,283,0
16969,7822,79,0
16970,2339,375,0
16971,12440,445,1
16972,348,428,0
16973,8359,1172,0
16974,4526,1129,0
16975,1468,400,0
16976,3490,330,1
16977,11749,464,1
16978,12109,431,1
16979,5956,693,0
16980,6726,40,1
16981,12960,18,0
16982,6917,149,0
16983,156,994,1
16984,6020,264,1
16985,4323,73,1
16986,3784,288,1
16987,1534,25,0
16988,5365,111,0
16989,3276,42,0
16990,8835,1659,0
16991,11730,0,0
16992,1460,89,0
16993,2429,1,0
16994,6134,102,0
16995,4395,242,1
16996,1359,1791,1
16997,13070,52,0
16998,4512,111,0
16999,7912,77,0
17000,6399,122,1
17001,7805,216,0
17002,14258,2236,0
17003,4932,17,0
17004,4446,441,1
17005,11995,1097,0
17006,2116,278,1
17007,4617,34,1
17008,2209,93,1
17009,226,954,0
17010,8336,131,0
17011,9164,19,1
17012,1215,429,1
17013,417,470,0
17014,1220,556,0
17015,8666,132,0
17016,8531,194,0
17017,11852,86,0
17018,1673,8,1
17019,1898,706,1
17020,2622,228,1
17021,2843,0,0
17022,11687,91,0
17023,355,4,0
17024,4312,1863,1
17025,14127,719,0
17026,1786,24,0
17027,6882,58,0
17028,279,1023,0
17029,12048,3,0
17030,4589,417,0
17031,1240,48,0
17032,3004,220,0
17033,12266,195,0
17034,13829,1132,1
17035,6844,53,1
17036,3148,1525,1
17037,10637,100,1
17038,5725,42,0
17039,4503,88,0
17040,2201,270,1
17041,6451,3,0
17042,7502,231,0
17043,7102,125,1
17044,10209,220,1
17045,871,77,0
17046,886,38,1
17047,5553,1749,1
17048,2999,267,0
17049,675,48,0
17050,4514,18,0
17051,11956,247,1
17052,6091,1278,1
17053,8385,38,0
17054,12427,18,0
17055,126,3,0
17056,7751,626,1
17057,4321,100,1
17058,9255,505,0
17059,7728,166,1
17060,12678,48,0
17061,917,364,1
17062,3955,3,0
17063,7404,196,0
17064,242,460,1
17065,6050,343,1
17066,4941,1259,1
17067,13116,3,0
17068,143,1997,1
17069,2927,920,1
17070,5802,135,1
17071,10871,406,1
17072,10967,86,0
17073,417,1036,1
17074,13189,519,0
17075,960,615,0
17076,3493,20,1
17077,8490,155,1
17078,11221,1114,0
17079,13126,82,1
17080,3671,1007,0
17081,292,562,0
17082,1295,101,0
17083,1556,0,0
17084,3600,3,0
17085,346,247,1
17086,6254,109,1
17087,10877,100,1
17088,13080,613,1
17089,3411,7,0
17090,1798,44,0
17091,4978,573,1
17092,4971,908,0
17093,5672,326,1
17094,3126,39,0
17095,13268,35,1
17096,8183,37,0
17097,6125,3,0
17098,2352,100,1
17099,5200,17,0
17100,8498,2030,0
17101,4187,82,1
17102,2491,90,1
17103,12980,149,0
17104,13971,943,0
17105,1749,587,0
17106,1231,1047,1
17107,13966,128,0
17108,3229,0,0
17109,11228,17,0
17110,9143,25,0
17111,10688,7,0
17112,1797,686,1
17113,9579,517,1
17114,11002,259,1
17115,12395,510,1
17116,6576,267,0
17117,11908,397,1
17118,4992,122,0
17119,11662,1137,0
17120,13605,163,1
17121,5150,77,0
17122,11442,34,1
17123,6435,128,0
17124,2194,52,0
17125,8200,52,0
17126,2505,1,0
17127,10135,994,1
17128,4653,208,0
17129,13976,77,0
17130,3543,77,0
17131,3905,0,0
17132,10672,0,0
17133,9216,77,0
17134,9705,100,1
17135,3565,188,0
17136,5208,43,0
17137,351,228,0
17138,1790,48,0
17139,6771,95,1
17140,7382,120,0
17141,10095,50,1
17142,5218,821,1
17143,1742,160,1
17144,7619,483,0
17145,13146,200,0
17146,10713,46,0
17147,12655,60,0
17148,3879,64,1
17149,4391,142,1
17150,2724,171,1
17151,1069,48,1
17152,11142,1326,0
17153,2964,136,0
17154,13035,25,0
17155,13334,18,0
17156,3801,563,1
17157,9323,1030,1
17158,11155,52,0
17159,3522,17,0
17160,11765,809,0
17161,6286,68,0
17162,1194,17,0
17163,10916,41,0
17164,2428,286,0
17165,6798,281,0
17166,3597,741,1
17167,1173,1931,0
17168,10787,230,1
17169,964,579,1
17170,5065,426,0
17171,6241,48,0
17172,743,1462,0
17173,763,3,0
17174,13692,7,0
17175,1887,88,0
17176,12349,341,0
17177,8508,376,0
17178,5172,234,0
17179,4662,91,0
17180,4823,220,0
17181,9100,16,0
17182,177,5,0
17183,3332,678,0
17184,2335,501,0
17185,425,7,0
17186,2618,450,1
17187,9434,26,1
17188,302,2059,0
17189,27,675,1
17190,8621,134,1
17191,3863,330,0
17192,5367,87,1
17193,1785,1,0
17194,10463,577,1
17195,5661,83,1
17196,8841,200,0
17197,3571,3,0
17198,1495,0,0
17199,1484,754,0
17200,7579,93,1
17201,472,153,0
17202,1509,172,0
